,F1,pre,rec
0,0.11309960875426041,0.9973905479849232,0.05994876471852545
1,0.11310022850191515,0.9973905479849232,0.05994911296225297
2,0.11310084825636192,0.9973905479849232,0.05994946121002643
3,0.11310084825636192,0.9973905479849232,0.05994946121002643
4,0.11310146801760088,0.9973905479849232,0.059949809461845895
5,0.11310208778563208,0.9973905479849232,0.059950157717711436
6,0.1131027075604557,0.9973905479849232,0.05995050597762312
7,0.1131027075604557,0.9973905479849232,0.05995050597762312
8,0.1131027075604557,0.9973905479849232,0.05995050597762312
9,0.1131027075604557,0.9973905479849232,0.05995050597762312
10,0.1131027075604557,0.9973905479849232,0.05995050597762312
11,0.1131027075604557,0.9973905479849232,0.05995050597762312
12,0.1131027075604557,0.9973905479849232,0.05995050597762312
13,0.1131027075604557,0.9973905479849232,0.05995050597762312
14,0.1131027075604557,0.9973905479849232,0.05995050597762312
15,0.1131027075604557,0.9973905479849232,0.05995050597762312
16,0.1131027075604557,0.9973905479849232,0.05995050597762312
17,0.1131027075604557,0.9973905479849232,0.05995050597762312
18,0.1131027075604557,0.9973905479849232,0.05995050597762312
19,0.1131027075604557,0.9973905479849232,0.05995050597762312
20,0.1131027075604557,0.9973905479849232,0.05995050597762312
21,0.1131027075604557,0.9973905479849232,0.05995050597762312
22,0.1131027075604557,0.9973905479849232,0.05995050597762312
23,0.1131027075604557,0.9973905479849232,0.05995050597762312
24,0.11309236771732935,0.9972939016139944,0.05994504505027855
25,0.11309236771732935,0.9972939016139944,0.05994504505027855
26,0.11309236771732935,0.9972939016139944,0.05994504505027855
27,0.11309236771732935,0.9972939016139944,0.05994504505027855
28,0.11309236771732935,0.9972939016139944,0.05994504505027855
29,0.11309236771732935,0.9972939016139944,0.05994504505027855
30,0.11309236771732935,0.9972939016139944,0.05994504505027855
31,0.11309298744568107,0.9972939016139944,0.059945393284535846
32,0.11309298744568107,0.9972939016139944,0.059945393284535846
33,0.11309298744568107,0.9972939016139944,0.059945393284535846
34,0.11309298744568107,0.9972939016139944,0.059945393284535846
35,0.11309298744568107,0.9972939016139944,0.059945393284535846
36,0.11309298744568107,0.9972939016139944,0.059945393284535846
37,0.11309298744568107,0.9972939016139944,0.059945393284535846
38,0.11309298744568107,0.9972939016139944,0.059945393284535846
39,0.11308264743596767,0.9971972552430656,0.05993993226404243
40,0.11308264743596767,0.9971972552430656,0.05993993226404243
41,0.11308264743596767,0.9971972552430656,0.05993993226404243
42,0.11308264743596767,0.9971972552430656,0.05993993226404243
43,0.11307230731292983,0.9971006088721368,0.05993447118009969
44,0.11307230731292983,0.9971006088721368,0.05993447118009969
45,0.11307230731292983,0.9971006088721368,0.05993447118009969
46,0.11307230731292983,0.9971006088721368,0.05993447118009969
47,0.11307230731292983,0.9971006088721368,0.05993447118009969
48,0.11306196707656563,0.997003962501208,0.05992901003270651
49,0.11305162672687322,0.9969073161302793,0.05992354882186179
50,0.11305162672687322,0.9969073161302793,0.05992354882186179
51,0.11305162672687322,0.9969073161302793,0.05992354882186179
52,0.11305162672687322,0.9969073161302793,0.05992354882186179
53,0.11305162672687322,0.9969073161302793,0.05992354882186179
54,0.11305162672687322,0.9969073161302793,0.05992354882186179
55,0.1130522462489451,0.9969073161302793,0.05992389694135417
56,0.1130522462489451,0.9969073161302793,0.05992389694135417
57,0.1130522462489451,0.9969073161302793,0.05992389694135417
58,0.1130522462489451,0.9969073161302793,0.05992389694135417
59,0.11304190573265163,0.9968106697593505,0.059918435637352295
60,0.11304190573265163,0.9968106697593505,0.059918435637352295
61,0.11304190573265163,0.9968106697593505,0.059918435637352295
62,0.11304190573265163,0.9968106697593505,0.059918435637352295
63,0.11304190573265163,0.9968106697593505,0.059918435637352295
64,0.11304190573265163,0.9968106697593505,0.059918435637352295
65,0.11304190573265163,0.9968106697593505,0.059918435637352295
66,0.113042525208242,0.9968106697593505,0.05991878373118461
67,0.113042525208242,0.9968106697593505,0.05991878373118461
68,0.113042525208242,0.9968106697593505,0.05991878373118461
69,0.11302184372910706,0.996617377017493,0.05990786087340456
70,0.11302184372910706,0.996617377017493,0.05990786087340456
71,0.11302184372910706,0.996617377017493,0.05990786087340456
72,0.11302184372910706,0.996617377017493,0.05990786087340456
73,0.11299082066036442,0.9963274379047067,0.05989147611080126
74,0.11295979657152877,0.9960374987919204,0.05987509077705156
75,0.11293911327889516,0.9958442060500629,0.05986416690390012
76,0.1129184295328496,0.9956509133082053,0.059853242776883704
77,0.1129184295328496,0.9956509133082053,0.059853242776883704
78,0.1129190483758707,0.9956509133082053,0.059853590518243086
79,0.11289836406982162,0.9954576205663477,0.05984266607792329
80,0.11283630843093517,0.9948777423407751,0.05980989123361532
81,0.11278459228079406,0.9943945104861313,0.05978257711772328
82,0.11274321731981364,0.9940079250024162,0.05976072468231233
83,0.11272252915899324,0.9938146322605587,0.05974979808368342
84,0.11266107947226774,0.993234754034986,0.05971736376631376
85,0.11263004417939244,0.9929448149221997,0.0597009721600781
86,0.11259900786581521,0.9926548758094134,0.05968457998233462
87,0.11257831642301558,0.9924615830675558,0.059673651546319866
88,0.11257893352043502,0.9924615830675558,0.0596739983147863
89,0.11254789534558651,0.9921716439547695,0.05965760509524529
90,0.11253754906045124,0.9920749975838408,0.05965214056171222
91,0.11253754906045124,0.9920749975838408,0.05965214056171222
92,0.11251685614989092,0.9918817048419832,0.05964121130411032
93,0.11250712625531727,0.9917850584710544,0.059636093144348166
94,0.11247670211599604,0.9914951193582681,0.05962004498090927
95,0.11245600763082592,0.9913018266164105,0.05960911484212912
96,0.11244566021807179,0.9912051802454818,0.05960364967745685
97,0.112425581369851,0.9910118875036242,0.05959306549193047
98,0.1124238619729275,0.9909152411326955,0.05959244879455049
